id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype
56bc751eac7ad10019000013,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56c1f01def6e394741000045,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
56af9f130a360a5e45000015,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
52bf1b0a03868f1b06000009,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
52bf19c503868f1b06000001,FLAN-T5-base,bioasq,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.0,-1.412755310535431,False,factoid
5505edac8e1671127b000005,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56e2cec751531f7e33000015,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
5518e7da622b194345000004,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
530a5117970c65fa6b000007,FLAN-T5-base,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-1.7696689168612163,False,factoid
552fac4fbc4f83e828000006,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
54cf7051f693c3b16b000013,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
54e0d1491388e8454a000014,FLAN-T5-base,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.7093343025073409,False,factoid
51404dd723fec90375000002,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56d0451c3975bb303a00000e,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
54ede8c594afd61504000009,FLAN-T5-base,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.7774757493919294,False,factoid
551c23bc6b348bb82c00000b,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56c1f02cef6e39474100004c,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
550af222c2af5d5b7000000b,FLAN-T5-base,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.7636541482061148,False,factoid
56c1f03bef6e394741000053,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
532498959b2d7acc7e000017,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56d06e043975bb303a000011,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
5509f433c2af5d5b70000008,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
531a34d5b166e2b806000036,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56cdf40d5795f9a73e00003d,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
553653a5bc4f83e828000007,FLAN-T5-base,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-1.3408182632178067,False,factoid
56c868a95795f9a73e000017,FLAN-T5-base,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-1.764156570037206,False,factoid
516e5f41298dcd4e5100007f,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
56ed27012ac5ed145900000b,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
52f223e02059c6d71c00000e,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
5343caffaeec6fbd07000002,FLAN-T5-base,bioasq,True,3,2.0,0.9999999999999971,0.49999999999999856,False,False,0.0,0.0,-1.3956410222583346,False,factoid
56a39d60496b62f23f000006,FLAN-T5-base,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-1.7063581943511963,False,factoid
5150b807d24251bc05000072,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
56c1d857ef6e394741000033,FLAN-T5-base,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-1.1325891315937042,False,factoid
52fe58f82059c6d71c00007a,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56c5fd325795f9a73e000005,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
5319ac99b166e2b806000034,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
54f89e1a06d9727f76000001,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
571e275dbb137a4b0c000005,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
51739df58ed59a060a00001c,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56e857ae42442bac75000004,FLAN-T5-base,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-1.2562254657968879,False,factoid
5509c52f1180f13250000004,FLAN-T5-base,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-1.389706896411048,False,factoid
535d2cf09a4572de6f000004,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
55475dc2f35db75526000001,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
56c073fcef6e394741000020,FLAN-T5-base,bioasq,False,0,,,,,,,,,False,factoid
52fe52702059c6d71c000078,FLAN-T5-base,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-1.3054785983016093,False,factoid
5339ecf4d6d3ac6a3400005f,FLAN-T5-base,bioasq,False,2,,,,,,,,,False,factoid
5717d64f29809bbe7a000001,FLAN-T5-base,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-1.3334221662953496,False,factoid
56c8f4615795f9a73e00001a,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
552421082c8b63434a000005,FLAN-T5-base,bioasq,False,1,,,,,,,,,False,factoid
5719f5b27de986d80d00000c,FLAN-T5-base,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.6137430676681106,False,factoid
5710a592cf1c32585100002a,FLAN-T5-base,bioasq,False,0,,,,,,,,,False,factoid
