id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype
56bc751eac7ad10019000013,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56c1f01def6e394741000045,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
56af9f130a360a5e45000015,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
52bf1b0a03868f1b06000009,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
52bf19c503868f1b06000001,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,True,1.0,1.0,-0.030572495269794615,False,factoid
5505edac8e1671127b000005,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56e2cec751531f7e33000015,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
5518e7da622b194345000004,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
530a5117970c65fa6b000007,OpenBioLLM-8B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.319731655962795,False,factoid
552fac4fbc4f83e828000006,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
54cf7051f693c3b16b000013,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
54e0d1491388e8454a000014,OpenBioLLM-8B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,True,1.0,1.0,-0.11354823254098534,False,factoid
51404dd723fec90375000002,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56d0451c3975bb303a00000e,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
54ede8c594afd61504000009,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.1329191533914127,False,factoid
551c23bc6b348bb82c00000b,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56c1f02cef6e39474100004c,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
550af222c2af5d5b7000000b,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.10636567501308569,False,factoid
56c1f03bef6e394741000053,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
532498959b2d7acc7e000017,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56d06e043975bb303a000011,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
5509f433c2af5d5b70000008,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
531a34d5b166e2b806000036,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56cdf40d5795f9a73e00003d,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
553653a5bc4f83e828000007,OpenBioLLM-8B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.10944742976543438,False,factoid
56c868a95795f9a73e000017,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.10325324600941362,False,factoid
516e5f41298dcd4e5100007f,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
56ed27012ac5ed145900000b,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
52f223e02059c6d71c00000e,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
5343caffaeec6fbd07000002,OpenBioLLM-8B,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.10104629686274198,False,factoid
56a39d60496b62f23f000006,OpenBioLLM-8B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.5247888841743892,False,factoid
5150b807d24251bc05000072,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
56c1d857ef6e394741000033,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.564288345713976,False,factoid
52fe58f82059c6d71c00007a,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56c5fd325795f9a73e000005,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
5319ac99b166e2b806000034,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
54f89e1a06d9727f76000001,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
571e275dbb137a4b0c000005,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
51739df58ed59a060a00001c,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56e857ae42442bac75000004,OpenBioLLM-8B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,True,1.0,1.0,-0.41122624808653757,False,factoid
5509c52f1180f13250000004,OpenBioLLM-8B,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.3577915868042112,False,factoid
535d2cf09a4572de6f000004,OpenBioLLM-8B,bioasq,False,1,,,,,,,,,False,factoid
55475dc2f35db75526000001,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
56c073fcef6e394741000020,OpenBioLLM-8B,bioasq,False,0,,,,,,,,,False,factoid
52fe52702059c6d71c000078,OpenBioLLM-8B,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.12940704476152728,False,factoid
5339ecf4d6d3ac6a3400005f,OpenBioLLM-8B,bioasq,False,2,,,,,,,,,False,factoid
