id,model,dataset,included,m,n_clusters,entropy,norm_entropy,is_zero,correct,em,f1,confidence,is_unanswerable,qtype
56bc751eac7ad10019000013,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56c1f01def6e394741000045,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
56af9f130a360a5e45000015,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
52bf1b0a03868f1b06000009,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
52bf19c503868f1b06000001,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.080690758139815,False,factoid
5505edac8e1671127b000005,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56e2cec751531f7e33000015,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5518e7da622b194345000004,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
530a5117970c65fa6b000007,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.4942595570450976,False,factoid
552fac4fbc4f83e828000006,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
54cf7051f693c3b16b000013,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
54e0d1491388e8454a000014,Meta-Llama-3-8B-Instruct,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.10690605297856182,False,factoid
51404dd723fec90375000002,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56d0451c3975bb303a00000e,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
54ede8c594afd61504000009,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.4195858689490706,False,factoid
551c23bc6b348bb82c00000b,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56c1f02cef6e39474100004c,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
550af222c2af5d5b7000000b,Meta-Llama-3-8B-Instruct,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,True,1.0,1.0,-0.2683128444477916,False,factoid
56c1f03bef6e394741000053,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
532498959b2d7acc7e000017,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56d06e043975bb303a000011,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
5509f433c2af5d5b70000008,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
531a34d5b166e2b806000036,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56cdf40d5795f9a73e00003d,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
553653a5bc4f83e828000007,Meta-Llama-3-8B-Instruct,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.04326946566652623,False,factoid
56c868a95795f9a73e000017,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.32184237271375404,False,factoid
516e5f41298dcd4e5100007f,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
56ed27012ac5ed145900000b,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
52f223e02059c6d71c00000e,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5343caffaeec6fbd07000002,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.08244007886672193,False,factoid
56a39d60496b62f23f000006,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.27203712798655033,False,factoid
5150b807d24251bc05000072,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
56c1d857ef6e394741000033,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.10129738228508652,False,factoid
52fe58f82059c6d71c00007a,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56c5fd325795f9a73e000005,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5319ac99b166e2b806000034,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
54f89e1a06d9727f76000001,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
571e275dbb137a4b0c000005,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
51739df58ed59a060a00001c,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56e857ae42442bac75000004,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.12246559746562487,False,factoid
5509c52f1180f13250000004,Meta-Llama-3-8B-Instruct,bioasq,True,3,1.0,-1.6017132519074577e-15,-8.008566259537289e-16,True,False,0.0,0.0,-0.1851832589075665,False,factoid
535d2cf09a4572de6f000004,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
55475dc2f35db75526000001,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56c073fcef6e394741000020,Meta-Llama-3-8B-Instruct,bioasq,False,0,,,,,,,,,False,factoid
52fe52702059c6d71c000078,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,True,1.0,1.0,-0.12203356685737138,False,factoid
5339ecf4d6d3ac6a3400005f,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5717d64f29809bbe7a000001,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.06701102617131482,False,factoid
56c8f4615795f9a73e00001a,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
552421082c8b63434a000005,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
5719f5b27de986d80d00000c,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.33424305232861684,False,factoid
5710a592cf1c32585100002a,Meta-Llama-3-8B-Instruct,bioasq,False,0,,,,,,,,,False,factoid
532366f09b2d7acc7e000015,Meta-Llama-3-8B-Instruct,bioasq,True,3,2.0,0.8112781244591301,0.40563906222956503,False,False,0.0,0.0,-0.3805549446493387,False,factoid
55000cc4e9bde69634000004,Meta-Llama-3-8B-Instruct,bioasq,True,3,4.0,1.9999999999999942,0.9999999999999971,False,False,0.0,0.0,-0.3003443822938768,False,factoid
54ede28094afd61504000003,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56ecfd572ac5ed1459000002,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5709ee36cf1c32585100001e,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
54d649843706e89528000009,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5335c7f2d6d3ac6a34000051,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
5545186cbf90a13052000002,Meta-Llama-3-8B-Instruct,bioasq,False,0,,,,,,,,,False,factoid
5357a6d0f1005d6b58000004,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56ed14d92ac5ed145900000a,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
57092332cf1c325851000018,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
56ed03862ac5ed1459000004,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
54f9cb34dd3fc62544000002,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.3534053437141175,False,factoid
535d3c069a4572de6f000006,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
515df063298dcd4e51000029,Meta-Llama-3-8B-Instruct,bioasq,True,3,3.0,1.4999999999999956,0.7499999999999978,False,False,0.0,0.0,-0.491893261670981,False,factoid
54d73e223706e89528000010,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
515db083298dcd4e51000012,Meta-Llama-3-8B-Instruct,bioasq,False,1,,,,,,,,,False,factoid
55058af6f73303d458000004,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
535d35779a4572de6f000005,Meta-Llama-3-8B-Instruct,bioasq,False,2,,,,,,,,,False,factoid
