dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),Intercept,0.019111976809653375,-0.9369592549815409,0.9751832086008476,0.9687469496622391,False,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioBERT],0.0446141937028095,-0.21982724606050802,0.309055633466127,0.7408955878827401,False,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioMistral-7B],0.36796154175777557,0.09478293273231753,0.6411401507832336,0.00829061689655342,True,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.FLAN-T5-base],0.5150941176880794,0.25856389499006904,0.7716243403860898,8.303548714242839e-05,True,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Llama3-OpenBioLLM-8B],1.3796303888565884,1.1003880120781266,1.6588727656350502,3.5459168202144588e-22,True,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Meta-Llama-3-8B-Instruct],0.5150941176880784,0.24961597534082552,0.7805722600353313,0.00014305758216226328,True,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Mistral-7B-Instruct-v0.1],0.4717783380191653,0.19842311026961107,0.7451335657687195,0.0007178672391679675,True,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.PubMedBERT],-0.0811913469219541,-0.34969505609722396,0.1873123622533158,0.553406952150798,False,False
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mean_lexical_change_magnitude_z,0.06930353739514483,-0.0319982771684046,0.17060535195869425,0.17996307043723392,False,True
MedMentions,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mention_char_len_z,0.043574255722488256,-0.01682937427982057,0.10397788572479708,0.15739476917842166,False,True
