dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),Intercept,0.0678391506296139,-0.21441710295925445,0.3500954042184823,0.6375911560446768,False,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioBERT],-0.39133765946975224,-0.4441680720872092,-0.3385072468522953,9.27843938338593e-48,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioMistral-7B],0.537709969334701,0.45780185784238375,0.6176180808270183,1.017914408118874e-39,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.FLAN-T5-base],0.289530578643272,0.20847868077229315,0.3705824765142508,2.5357918138414247e-12,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Llama3-OpenBioLLM-8B],1.546816367174009,1.4540421311400495,1.6395906032079683,3.176597891136609e-234,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Meta-Llama-3-8B-Instruct],0.6319489000242818,0.5509807731066058,0.7129170269419579,7.9644123483439055e-53,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Mistral-7B-Instruct-v0.1],0.3199161873631138,0.24012800590523706,0.3997043688209905,3.8841935420888176e-15,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.PubMedBERT],-0.4148991590468283,-0.46792618944427655,-0.36187212864938,4.439591616926533e-53,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mean_lexical_change_magnitude_z,0.11639343339789551,0.07971103779902204,0.15307582899676897,5.004098633152556e-10,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mention_char_len_z,0.40241363656421053,0.3613874552932214,0.44343981783519965,2.299427524074521e-82,True,True
