dataset,part,method,term,coef,ci_low,ci_high,pvalue,significant,is_linguistic
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),Intercept,0.06462657416700227,-0.2548984504667525,0.3841515988007571,0.6917960278098514,False,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioBERT],-0.3951060626203712,-0.4497535612327987,-0.34045856400794366,1.3909446171917857e-45,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.BioMistral-7B],0.5920023754443349,0.5082932732743741,0.6757114776142956,1.0893489292735927e-43,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.FLAN-T5-base],0.3309823789303007,0.24590371568990296,0.4160610421706984,2.4428499327389492e-14,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Llama3-OpenBioLLM-8B],1.5994202482358406,1.5010545416773466,1.6977859547943346,7.20612898892369e-223,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Meta-Llama-3-8B-Instruct],0.6819449956811279,0.5965525632504132,0.7673374281118426,3.204463806978597e-55,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.Mistral-7B-Instruct-v0.1],0.3671964706433942,0.28354356809209585,0.4508493731946926,7.744937920623583e-18,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),C(model_name)[T.PubMedBERT],-0.4190464853830181,-0.473733087429354,-0.3643598833366822,5.546964906873141e-51,True,False
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mean_lexical_change_magnitude_z,0.1318293830322133,0.0934583224124069,0.17020044365201972,1.6535367235356762e-11,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),mention_char_len_z,0.4122056643199377,0.3680587260002898,0.4563526026395856,8.208806355096297e-75,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),n_accepted_perts_z,0.13539719938483144,0.09351761963396374,0.17727677913569914,2.3490933186271456e-10,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_back_translation,-0.3870976829569047,-0.7004748140560018,-0.07372055185780774,0.015476317206803708,True,True
CADEC,logit_P_nonzero,GLM-Binomial + cluster-robust SE (cluster=instance_id); model_name as fixed effects (crossed RE not used — did not fit mixed logit),share_controlled_paraphrase,-0.17860152483765215,-0.4635637953716618,0.10636074569635753,0.2192903920194702,False,True
