instance_id,model_name,predicted_cui,confidence,distance_to_threshold
cadec_LIPITOR.97_TT9,BioMistral-7B,C0006856,0.7001312971115112,0.00013129711151127488
cadec_LIPITOR.445_TT6,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT9,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT9,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT8,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT8,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT7,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT7,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT1,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT1,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT2,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT2,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT6,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.155_TT1,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT6,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT6,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT5,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT5,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT4,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT4,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT1,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.695_TT2,BioMistral-7B,C5237734,0.6997219324111938,0.00027806758880610793
cadec_LIPITOR.695_TT4,BioMistral-7B,C5237734,0.6997219324111938,0.00027806758880610793
cadec_LIPITOR.745_TT2,Llama3-OpenBioLLM-8B,UNASSIGNED,0.6996774673461914,0.00032253265380854934
cadec_ARTHROTEC.22_TT7,Llama3-OpenBioLLM-8B,C0006430,0.7003839015960693,0.00038390159606938035
cadec_LIPITOR.576_TT2,BioMistral-7B,C0206042,0.7005447745323181,0.0005447745323181596
