instance_id,model_name,predicted_cui,confidence,distance_to_threshold
cadec_LIPITOR.97_TT9,BioMistral-7B,C0006856,0.7001312971115112,0.00013129711151127488
cadec_LIPITOR.445_TT1,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT1,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT2,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT2,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT6,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT6,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT7,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT7,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT8,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT8,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT9,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.445_TT9,BioMistral-7B,UNASSIGNED,0.6997470259666443,0.0002529740333556685
cadec_LIPITOR.155_TT1,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT1,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT4,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT4,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT5,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT5,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT6,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.155_TT6,BioMistral-7B,C0152020,0.7002756595611572,0.00027565956115727097
cadec_LIPITOR.695_TT2,BioMistral-7B,C5237734,0.6997219324111938,0.00027806758880610793
cadec_LIPITOR.695_TT4,BioMistral-7B,C5237734,0.6997219324111938,0.00027806758880610793
cadec_LIPITOR.745_TT2,Llama3-OpenBioLLM-8B,UNASSIGNED,0.6996774673461914,0.00032253265380854934
cadec_ARTHROTEC.22_TT7,Llama3-OpenBioLLM-8B,C0006430,0.7003839015960693,0.00038390159606938035
cadec_LIPITOR.576_TT2,BioMistral-7B,C0206042,0.7005447745323181,0.0005447745323181596
cadec_LIPITOR.382_TT3,BioMistral-7B,UNASSIGNED,0.6992944478988647,0.0007055521011352095
cadec_LIPITOR.974_TT3,FLAN-T5-base,C0234245,0.6991650462150574,0.0008349537849425825
cadec_LIPITOR.974_TT3,BioMistral-7B,C0234245,0.6991650462150574,0.0008349537849425825
cadec_LIPITOR.97_TT8,BioMistral-7B,C0006856,0.7009230256080627,0.0009230256080627885
cadec_LIPITOR.870_TT3,Llama3-OpenBioLLM-8B,C0011327,0.7009336352348328,0.0009336352348328081
cadec_LIPITOR.870_TT3,Llama3-OpenBioLLM-8B,C0011327,0.7009336352348328,0.0009336352348328081
cadec_LIPITOR.977_TT4,BioMistral-7B,UNASSIGNED,0.6990207433700562,0.0009792566299438032
cadec_LIPITOR.954_TT5,Mistral-7B-Instruct-v0.1,C4551910,0.701052188873291,0.00105218887329106
cadec_LIPITOR.954_TT5,Llama3-OpenBioLLM-8B,C4551910,0.701052188873291,0.00105218887329106
cadec_LIPITOR.96_TT1,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT1,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT1,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT2,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT2,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT2,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT3,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT3,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.96_TT3,Llama3-OpenBioLLM-8B,C0233754,0.7010916471481323,0.0010916471481323686
cadec_LIPITOR.977_TT5,BioMistral-7B,UNASSIGNED,0.6988701224327087,0.0011298775672912154
cadec_LIPITOR.616_TT4,BioMistral-7B,UNASSIGNED,0.6987611651420593,0.0012388348579406294
cadec_LIPITOR.111_TT8,BioMistral-7B,UNASSIGNED,0.698677659034729,0.0013223409652709517
cadec_LIPITOR.254_TT10,FLAN-T5-base,UNASSIGNED,0.6985735297203064,0.001426470279693559
cadec_LIPITOR.254_TT10,FLAN-T5-base,UNASSIGNED,0.6985735297203064,0.001426470279693559
cadec_LIPITOR.887_TT11,BioMistral-7B,C2110489,0.7014802098274231,0.0014802098274231401
